Year,Provider ID,Name,Street Address,City,State,ZIP Code,HRR,Hospice Beneficiaries,Total Days,Total Medicare Payment Amount,Total Medicare Standard Payment Amount,Total Charge Amount,Percent RHC Days,Physician Services,Home Health Visit Hours per Day,Skilled Nursing Visit Hours per Day,Social Service Visit Hours per Day,Total Live Discharges,Hospice beneficiaries with 7 or fewer hospice care days,Hospice beneficiaries with more than 60 hospice care days,Hospice beneficiaries with more than 180 hospice care days,Home Health Visit Hours per Day During Week Prior to Death,Skilled Nursing Visit Hours per Day During Week Prior to Death,Social Service Visit Hours per Day During Week Prior to Death,Average Age,Male hospice beneficiaries,Female hospice beneficiaries,White hospice beneficiaries,Black hospice beneficiaries,Asian hospice beneficiaries,Hispanic hospice beneficiaries,Other/unknown race hospice beneficiaries,Medicare Advantage hospice beneficiaries,Medicaid Eligible hospice beneficiaries,Hospice beneficiaries with a primary diagnosis of cancer,Hospice beneficiaries with a primary diagnosis of dementia,Hospice beneficiaries with a primary diagnosis of stroke,Hospice beneficiaries with a primary diagnosis of circulatory/heart disease,Hospice beneficiaries with a primary diagnosis of respiratory disease,Hospice beneficiaries with other primary diagnoses ,Site-of-service Home hospice beneficiaries,Site-of-service Assisted Living Facility hospice beneficiaries,Site-of-service Long-term-care or non-skilled Nursing Facility hospice beneficiaries,Site-of-service Skilled Nursing Facility hospice beneficiaries,Site-of-service Inpatient Hospital hospice beneficiaries,Site-of-service Inpatient Hospice hospice beneficiaries,Site-of-service Other Facility hospice beneficiaries
2014,11510,HOSPICE OF CULLMAN COUNTY,"1912 ALABAMA HWY 157, POB 1, 2ND FLOOR",CULLMAN,AL,35058,AL - Birmingham,102,7541,991617.3,1149502.47,1704765.33,100,0,0.16,0.34,0.03,,16,36,11,0.15,1.25,0.06,79,40,62,101,0,0,,,23,,33,21,,26,,11,100,,0,,0,0,0
2014,11543,ALACARE HOME HEALTH & HOSPICE,2970A LORNA ROAD,BIRMINGHAM,AL,35209,AL - Birmingham,2972,221275,29960393.97,34214128.11,51988003.37,99,142,0.21,0.3,0.04,471,466,1125,383,0.22,0.92,0.06,80,1322,1650,2474,464,,,14,583,360,843,486,215,560,338,530,2681,29,201,,55,0,
2014,11604,"LEGACY HOSPICE OF THE EAST, LLLP",344 FRANKLIN STREET,GILBERTOWN,AL,36908,MS - Meridian,95,12499,1663473.29,1927185.92,2561076.01,100,0,0.31,0.24,0.02,22,,50,30,0.42,0.66,0.03,80,40,55,62,31,0,,,,23,17,30,,20,14,,84,,,0,,0,0
2014,11675,GENTIVA HOSPICE - HOOVER,"2000B SOUTHBRIDGE PARKWAY, SUITE 150",BIRMINGHAM,AL,35209,AL - Birmingham,985,102656,14157513.21,15867692.31,20727386.48,99,0,0.27,0.27,0.04,149,150,482,225,0.27,1.01,0.08,80,363,622,761,221,,,,348,142,181,234,72,291,121,86,823,25,79,11,47,0,0
2014,11636,"HOSPICE ADVANTAGE, LLC",199 US HWY 231 NORTH,TROY,AL,36081,AL - Montgomery,149,12799,1722730.73,1996719.45,3396150.2,100,,0.32,0.31,0.05,17,28,58,25,0.34,1.13,0.12,81,57,92,114,35,0,0,0,29,42,39,40,17,26,13,14,101,,0,36,,,0
2014,11600,HOSPICE ADVANTAGE OF PELHAM,"211 YEAGER PARKWAY, SUITE A",PELHAM,AL,35124,AL - Birmingham,126,14956,2013740.99,2321276.41,4076690.59,100,23,0.38,0.31,0.03,24,17,63,37,0.39,1.14,0.05,78,53,73,81,45,0,0,0,23,32,22,31,11,23,19,20,97,,0,18,,,0
2014,11513,HOSPICE OF MARSHALL COUNTY/SHEPHERD'S COVE,408 MARTLING ROAD,ALBERTVILLE,AL,35951,AL - Birmingham,453,26376,4385679.9,5068911.51,13578071.76,92,1423,0.83,0.82,0.05,30,116,118,43,1.54,1.78,0.08,79,187,266,446,,0,0,,55,71,161,32,24,112,62,62,300,0,,0,0,148,
2014,11601,SOUTHERNCARE BESSEMER,"1280 COLUMBIANA ROAD, SUITE 110",BIRMINGHAM,AL,35216,AL - Birmingham,347,29681,4446196.95,4910152.24,9488952.85,97,,0.38,0.23,0.01,38,104,134,66,0.63,1.04,0.02,80,147,200,217,127,,,,147,89,70,95,43,75,35,29,163,,41,56,77,,0
2014,11658,SOUTHERNCARE CULLMAN,417 MAIN STREET,HANCEVILLE,AL,35077,AL - Birmingham,283,28550,3877151.64,4457475.02,7659074.21,99,11,0.26,0.22,0.01,32,53,124,62,0.72,1.22,0.02,80,113,170,276,,,,,54,108,45,78,,86,46,,140,,39,89,,,0
2014,11654,COMFORT CARE HOSPICE OF DECATUR,"2424 DANVILLE ROAD, SUITE M",DECATUR,AL,35603,AL - Huntsville,122,9442,1293395.7,1462125.78,2001719.69,100,0,0.21,0.27,0.05,16,27,40,17,0.15,0.88,0.08,83,39,83,111,11,0,0,0,,54,18,31,21,17,16,19,45,,13,60,,0,0
2014,11624,AFFINITY HOME HOSPICE SERVICES,"234 AQUARIUS DRIVE, SUITE 111",BIRMINGHAM,AL,35209,AL - Birmingham,54,5109,710563.62,784363.16,986316.84,100,0,0.08,0.07,0.03,14,,25,11,0.06,0.1,0.06,83,17,37,40,14,0,0,0,12,20,12,18,,,,,30,,23,0,0,0,
2014,11554,SOUTHERNCARE GADSDEN,412 SOUTH 5TH STREET,GADSDEN,AL,35901,AL - Birmingham,298,34157,4653057.62,5361127.31,8600811.27,99,0,0.22,0.18,0.01,71,44,161,79,0.28,0.9,0.02,79,123,175,248,49,0,,,66,91,53,80,26,63,58,18,179,12,49,25,32,,
2014,11645,"HOMETOWN HOSPICE OF CAMDEN, INC",221 CLAIBORNE STREET,CAMDEN,AL,36726,AL - Birmingham,20,1869,248448.25,288938.86,344995.56,100,0,0.43,0.2,0.02,,,,,0.37,0.45,0.03,81,,,,11,0,0,,,,,,,,0,,19,0,0,0,,0,
2014,11548,CARING HANDS HOSPICE INC,225 UNIVERSITY BLVD E SUITE 203,TUSCALOOSA,AL,35401,AL - Tuscaloosa,48,3574,496751.44,546629.33,1240479.83,100,0,0.38,0.18,0.05,,,20,,0.28,0.27,0.05,80,18,30,28,20,0,0,0,16,12,,11,,14,11,,48,0,0,0,0,0,0
2014,11530,"HOSPICE OF THE SHOALS, INC",115 FAIRGROUND ROAD,FLORENCE,AL,35630,AL - Birmingham,151,11134,1502258.62,1740716.17,2892008.55,100,75,0.35,0.26,0.05,,28,47,21,0.36,0.91,0.1,80,72,79,143,,0,0,,17,23,55,34,,18,,22,117,,16,12,,0,0
2014,11669,AMEDISYS HOSPICE OF FLORENCE,"412 SOUTH COURT STREET, SUITE 202",FLORENCE,AL,35630,AL - Birmingham,175,15507,2063660.11,2386116.42,4151899.61,100,0,0.35,0.33,0.05,21,14,73,27,0.4,1.24,0.07,79,75,100,155,20,0,0,0,21,19,33,44,15,44,25,14,151,,17,,,0,0
2014,11558,ALABAMA HOSPICE CARE OF MOBILE,"4318 DOWNTOWNER LOOP NORTH, SUITE R",MOBILE,AL,36606,AL - Mobile,217,16644,2208929.57,2566454.11,3190568.67,100,0,0.44,0.18,0.04,26,34,75,28,0.41,0.66,0.04,81,80,137,165,49,,,,52,53,49,37,24,62,19,26,132,,71,,,,
2014,11522,GENTIVA HOSPICE - DOTHAN,2740 HEADLAND AVENUE,DOTHAN,AL,36303,AL - Dothan,884,84071,11345016.55,13146692.41,16740763.93,99,,0.24,0.27,0.03,96,149,375,185,0.25,1.01,0.06,81,352,532,728,148,,,,99,197,211,268,46,197,96,66,651,11,167,17,37,,
2014,11523,HOSPICE OF MONTGOMERY,1111 HOLLOWAY PARK,MONTGOMERY,AL,36117,AL - Montgomery,89,4613,610988.35,708105.29,982533.08,100,,0.28,0.34,0.03,18,24,27,,0.27,0.95,0.08,81,35,54,75,14,0,0,0,15,,27,18,,18,,13,64,22,0,,,0,0
2014,11553,SOUTHERNCARE MONTGOMERY,"7067 SIDNEY CURVE, SUITE B",MONTGOMERY,AL,36117,AL - Montgomery,200,21379,2874861.05,3331958.44,5636706.19,99,,0.39,0.23,0.01,27,38,91,49,1.35,1.74,0.04,82,82,118,139,61,0,0,0,42,77,29,57,24,59,19,12,92,,48,52,,0,0
2014,11589,SOUTHERN CARE ALEXANDER CITY,"755 LEE STREET, SUITE B",ALEXANDER CITY,AL,35010,AL - Birmingham,234,29940,4109185.66,4760992.15,8543217.92,99,,0.31,0.17,0.02,43,49,121,69,0.84,1.01,0.03,80,89,145,189,43,0,,,20,58,36,53,15,65,40,25,145,,17,24,41,,0
2014,11583,COMMUNITY HOSPICE CARE,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,AL - Montgomery,135,11467,1544096.6,1789257.36,2562796.88,99,0,0.38,0.18,0.04,25,21,59,17,0.4,0.69,0.09,81,57,78,103,31,,0,,43,21,27,26,,42,20,,123,0,,0,,0,0
2014,11561,ASERACARE HOSPICE,1013 MEDICAL CENTER PARKWAY,DEMOPOLIS,AL,36732,AL - Birmingham,73,7435,1004712.48,1161578.02,1528250.51,99,0,0.29,0.21,0.05,12,,34,17,0.28,0.44,0.06,81,30,43,40,33,0,0,0,,16,14,21,,26,,,55,,,,,0,0
2014,11639,SOUTHERNCARE TUSCALOOSA,3835 WATERMELON RD,NORTHPORT,AL,35476,AL - Tuscaloosa,133,12352,1714450.73,1915565.07,3279288.12,100,0,0.15,0.14,0.01,18,17,57,24,0.48,0.84,0.01,79,42,91,89,44,0,0,0,17,72,24,32,22,12,28,15,52,,74,,0,0,
2014,11646,"HEALTHCARE INVESTMENTS, LLC LIFE CARE HOSPICE-BIRM",410 MAIN STREET,TRUSSVILLE,AL,35173,AL - Birmingham,62,2769,382646.43,423540.14,445619.03,100,0,0.26,0.28,0.04,48,0,0,0,0.31,0.99,0.05,82,19,43,46,16,0,0,0,26,,13,20,,15,,,62,0,0,0,0,0,0
2014,11577,COVENANT HOSPICE INC - DOTHAN,104 ROCK BRIDGE ROAD,DOTHAN,AL,36303,AL - Dothan,947,63898,9022109.54,10453511.52,14995728.14,98,349,0.31,0.34,0.03,93,248,296,130,0.4,2.55,0.06,80,451,496,804,129,,,,192,176,300,154,81,226,78,108,616,16,219,28,50,18,0
2014,11629,"HOSPICE SERVICES OF ALABAMA, LLC","2367 LAKESIDE DRIVE, SUITE B-1",BIRMINGHAM,AL,35244,AL - Birmingham,273,17274,2424312.52,2681552.65,3221373.98,99,0,0.38,0.31,0.05,50,43,84,30,0.13,0.61,0.07,81,107,166,189,81,,,0,133,29,90,47,16,55,28,37,240,,12,,,0,0
2014,11622,"HOSPICE OF NORTH ALABAMA, LLC","3311 BOB WALLACE AVE, SUITE 101",HUNTSVILLE,AL,35805,AL - Huntsville,794,74269,10147455.06,11440402.66,14659755.41,100,0,0.31,0.3,0.03,105,145,336,158,0.32,0.99,0.05,81,351,443,722,62,,,,105,130,210,137,53,203,102,89,577,21,39,143,14,0,0
2014,11605,GENTIVA HOSPICE-MOBILE,"2800 DAUPHIN STREET, SUITE 103",MOBILE,AL,36606,AL - Mobile,982,99391,13413610.03,15546234.64,20732349.34,99,,0.42,0.28,0.04,93,182,435,212,0.34,2.08,0.1,81,366,616,777,192,,,,311,134,197,316,68,213,93,95,682,59,188,14,39,0,0
2014,11557,SOUTHERN CARE QUAD CITIES,410 S WILSON DAM HWY,MUSCLE SHOALS,AL,35661,AL - Birmingham,203,27642,3728432.49,4321277.99,7933362.51,99,,0.34,0.17,0.01,32,35,114,73,0.31,0.57,0.03,83,77,126,191,11,0,,,11,40,20,37,15,89,29,13,133,,,44,13,,0
2014,11592,HOSPICE OF TENNESSEE VALLEY INC,115 HELTON COURT,FLORENCE,AL,35630,AL - Birmingham,81,8807,1166139.32,1356195.89,1709866.1,100,0,0.27,0.23,0.05,,,43,15,0.26,0.98,0.17,81,36,45,75,,0,0,,,,,12,,26,14,13,70,,,0,,0,0
2014,11635,COMFORT CARE HOSPICE OF SCOTTSBORO,"102 MICAH WAY, SUITE 1100",SCOTTSBORO,AL,35769,AL - Huntsville,60,6457,855789.15,992127.97,1391168.31,100,0,0.31,0.24,0.04,13,11,27,16,0.26,1.12,0.06,79,19,41,58,,0,0,,,17,11,,,21,,,40,0,20,0,0,0,0
2014,11664,"OPTUM HOSPICE AND PALLIATIVE CARE, INC.","33 INVERNESS CENTER PARKWAY, SUITE 350",BIRMINGHAM,AL,35242,AL - Birmingham,298,22550,3181962.42,3514593,4752527.18,99,52,0.42,0.12,0.02,41,64,101,48,0.37,0.47,0.05,82,99,199,237,59,0,,,101,76,97,81,24,36,31,29,175,,28,67,20,0,
2014,11628,COMMUNITY HOSPICE OF DALE MEDICAL CENTER,368 JAMES STREET,OZARK,AL,36360,AL - Dothan,86,7948,1063286.31,1232432.61,1580576.77,100,0,0.21,0.31,0.03,24,11,39,15,0.2,1.17,0.08,81,28,58,72,13,0,,,,15,21,11,,26,11,,75,0,0,,,0,0
2014,11617,COMFORT CARE HOSPICE OF TALLADEGA,702 EAST BATTLE STREET SUITE C,TALLADEGA,AL,35160,AL - Birmingham,59,4505,607023.97,699002.09,1009922.33,100,0,0.23,0.3,0.06,,,24,,0.19,1.08,0.08,82,22,37,49,,0,0,,15,17,20,,11,,,,33,,17,0,,0,0
2014,11516,HOSPICE OF LIMESTONE COUNTY,"405 SOUTH MARION STREET, P O BOX 626",ATHENS,AL,35611,AL - Huntsville,139,9678,1385307,1515116.57,2153576.1,99,0,0.26,0.3,0.07,14,35,40,19,0.3,1.18,0.18,79,70,69,129,,,,0,15,18,55,13,,30,20,,118,0,0,,14,0,
2014,11579,SOLAMOR HOSPICE - JACKSONVILLE,1735 HIGHWAY 77,SOUTHSIDE,AL,35907,AL - Birmingham,246,25011,3420979.98,3920118.14,4843510.64,99,0,0.24,0.18,0.04,32,36,121,52,0.22,0.58,0.09,81,85,161,210,36,0,0,0,42,63,46,46,22,68,32,32,148,13,79,,,0,0
2014,11503,SAAD HEALTHCARE,"1515 UNIVERSITY BOULEVARD, SOUTH",MOBILE,AL,36609,AL - Mobile,315,29286,3982826.47,4615731.21,6276958.6,99,0,0.63,0.16,0.03,70,70,134,59,0.8,1.33,0.06,80,119,196,192,121,0,,,186,28,64,83,41,66,47,14,257,,,,40,0,0
2014,11662,ALABAMA HOSPICE CARE OF JASPER,"1458 JONES DAIRY ROAD, SUITE 200",JASPER,AL,35501,AL - Birmingham,150,13951,1952616.15,2181922.37,4034720.42,99,0,0.16,0.27,0.04,22,35,72,30,0.21,1,0.06,77,78,72,146,,0,0,,57,35,23,20,,45,43,,124,,,,19,0,
2014,11573,SOUTHERNCARE HUNTSVILLE,"4769 WHITESBURG DRIVE, SUITE 202",HUNTSVILLE,AL,35802,AL - Huntsville,243,25609,3593994.49,3967963.83,7197449.83,99,0,0.3,0.2,0.01,47,39,120,54,0.31,0.57,0.02,81,100,143,218,23,0,,,18,64,30,71,18,64,40,20,140,,41,52,,0,0
2014,11528,HOSPICE ADVANTAGE BETHANY HOUSE,"665 OPELIKA ROAD, SUITE 200",AUBURN,AL,36830,AL - Birmingham,462,24092,3490501.49,4036712.9,13000448.63,97,,0.47,0.42,0.05,54,162,125,36,1.31,1.74,0.2,79,218,244,334,124,,0,,53,70,157,71,40,97,65,32,269,11,,27,,126,24
2014,11656,FIRST CHOICE HOSPICE,966 NORTH CLAXTON AVENUE,ELBA,AL,36323,AL - Dothan,154,18387,2483862.51,2874759.4,4812211,100,335,0.16,0.13,0.03,87,,99,33,0.32,0.59,0.08,77,64,90,103,50,0,,,41,33,19,25,,78,21,,150,0,0,,0,0,
2014,41521,CRITTENDEN REGIONAL HOSPITAL-HOSPICE,308 SOUTH RHODES STREET,WEST MEMPHIS,AR,72301,TN - Memphis,65,2079,337871.59,369140.6,395706.09,95,0,0.02,0.06,0.02,,25,,,0,0.26,0.04,80,22,43,39,25,0,,,13,24,17,12,0,11,12,13,45,0,0,,15,0,
2014,41525,SERENITY CARE,"210 NORTH STATELINE, SUITE 301",TEXARKANA,AR,71854,AR - Texarkana,325,38129,5153156.69,5954643.32,6770861.73,99,0,0.36,0.22,0.03,72,57,173,82,0.29,0.79,0.05,78,129,196,245,73,,,,50,114,77,70,25,80,51,22,198,,85,,31,0,0
2014,41504,MERCY HOSPICE,3300  SOUTH 70TH,FORT SMITH,AR,72903,AR - Fort Smith,510,18184,3203094.25,3692946.98,7365533.32,91,1156,0.33,0.37,0.04,28,247,80,25,0.26,1.16,0.05,79,226,284,491,,,,,98,145,154,76,44,74,85,77,168,,65,,0,271,0
2014,41518,ARKANSAS HOSPICE RUSSELLVILLE,"2405 EAST PARKWAY, SUITE 3",RUSSELLVILLE,AR,72802,AR - Little Rock,393,22688,3413551.97,3942495.96,15415145.74,96,769,0.37,0.42,0.05,25,117,101,41,0.3,1.55,0.06,79,170,223,384,,,0,,56,121,126,54,53,59,47,54,200,,91,,,88,
2014,41531,ARKANSAS DEPARTMENT OF HEALTH HOSPICE 6,207 SOUTH JEFFERSON,MAGNOLIA,AR,71753,AR - Little Rock,23,1970,261502.5,303163.41,505290.37,100,0,0.44,0.13,0.01,,,,,0.17,0.22,0.01,82,,,18,,0,0,,,,,,,,,,22,0,,0,0,0,
2014,41503,OUACHITA COUNTY MEDICAL CENTER,726 CALIFORNIA AVENUE,CAMDEN,AR,71701,AR - Little Rock,98,6509,881890.41,1020807.07,2245784.22,97,35,1.3,0.2,0.03,,26,30,13,0.85,0.77,0.05,82,37,61,75,20,0,,,15,35,28,21,,14,,21,61,0,,22,,0,0
2014,41500,WASHINGTON REGIONAL MED CTR HO,"34 WEST COLT SQUARE, SUITE #1",FAYETTEVILLE,AR,72703,AR - Springdale,628,19334,4041820.69,4224795.32,11376721.6,88,1205,0.39,0.51,0.04,40,281,97,19,1.12,1.46,0.08,80,286,342,604,,0,,11,124,114,180,104,54,87,65,138,297,11,,19,,279,20
2014,41529,CIRCLE OF LIFE HOSPICE,901 JONES ROAD,SPRINGDALE,AR,72762,AR - Springdale,1214,50369,9556046.89,10062210.1,19077781.75,92,3548,0.38,0.44,0.05,106,377,233,69,0.83,1.01,0.07,81,533,681,1168,,,17,11,287,295,373,221,111,172,165,172,519,21,290,0,0,346,38
2014,41577,"UNITY HOSPICE CARE OF ARKANSAS, LLC","310 MID-CONTINENT BUILDING, SUITE 402",WEST MEMPHIS,AR,72301,TN - Memphis,30,2153,302163.69,331095.2,394512.81,100,0,0.24,0.01,0,,,,,0.44,0.03,0,75,14,16,17,13,0,0,0,,,15,,,,,,30,0,0,0,0,0,0
2014,41575,"LESTER DIERKSEN MEMORIAL HOSPICE, LLC","3648 NORTH HWY 7, SUITE E",HOT SPRINGS VILLAGE,AR,71909,AR - Little Rock,275,28340,3939594.69,4353878.58,5654243.91,100,0,0.04,0.15,0.17,38,47,114,60,0.1,0.66,0.18,81,100,175,245,22,0,,,37,96,66,80,,42,39,,199,,75,0,0,0,
2014,41560,HOSPICE CARE SERVICES,"3801 CAMDEN ROAD, CHAPEL VILLAGE, SUITE 12",PINE BLUFF,AR,71603,AR - Little Rock,116,12099,1623067.27,1876800.17,3163696.23,100,0,0.99,0.29,0.04,35,15,54,30,0.54,0.77,0.17,80,47,69,93,22,0,,,11,25,51,27,,14,11,,116,0,0,0,0,0,0
2014,41539,ARKANSAS DEPARTMENT OF HEALTH HOSPICE 10,40 ALLEN CHAPEL ROAD,BATESVILLE,AR,72501,AR - Little Rock,186,13148,1756397.72,2035780.91,3078203.73,100,0,0.2,0.12,0.01,15,47,56,25,0.16,0.41,0.03,81,83,103,183,0,,,,20,58,56,44,23,24,13,26,134,0,32,,11,0,
2014,41566,SOUTHEAST ARKANSAS HOSPICE CARE,1401 STATE STREET,PINE BLUFF,AR,71601,AR - Little Rock,14,1445,186877.15,220996.51,332040,100,0,0.2,0.04,0.01,,,12,0,0.32,0.07,0,78,,,0,14,0,0,0,,,,,,0,0,,14,0,0,0,0,0,0
2014,41573,SERENITY HOSPICE OF MAGNOLIA,1316 MAIN STREET,MAGNOLIA,AR,71753,AR - Little Rock,41,3550,477751.31,553640.69,612542.02,99,0,0.38,0.19,0.03,,12,16,,0.27,0.59,0.05,79,17,24,28,13,0,0,0,,17,,17,,,,,16,0,22,0,,0,
2014,41579,BRIDGE OF FAITH HOSPICE & PALLIATIVE CARE LLC,657 OAKLAND AVENUE,HELENA,AR,72342,TN - Memphis,20,2702,357116.86,414010.17,554884.78,100,0,0.2,0.12,0.03,,,17,,0.92,0.92,0,76,,,,18,0,0,,,,,,,,,,20,0,0,0,0,0,0
2014,41520,BAPTIST HEALTH HOSPICE LITTLE ROCK,"11900 COLONEL GLENN RD, SUITE 2300",LITTLE ROCK,AR,72210,AR - Little Rock,528,26743,4139012.75,4533790.25,5363304.26,97,124,0.52,0.22,0.02,54,249,118,54,0.3,0.74,0.06,81,201,327,452,65,,,,66,94,129,82,48,89,103,77,239,21,59,,204,,
2014,41530,MERCY HOSPICE,"804 WEST FREEMAN, SUITE 4",BERRYVILLE,AR,72616,AR - Springdale,59,3293,473860.61,548040.68,708060.96,96,,0.07,0.22,0.02,,19,16,,0.07,0.73,0.03,80,28,31,59,0,0,0,0,18,19,17,12,,,,18,38,,,,12,0,0
2014,41507,PATIENT'S CHOICE HOSPICE,310 NORTH FORREST,FORREST CITY,AR,72335,TN - Memphis,178,17206,2306483.95,2646223.8,3490716.07,100,0,0.27,0.23,0.01,22,20,88,35,0.27,0.58,0.02,79,84,94,109,67,0,,,39,71,55,38,13,36,21,15,139,,35,,0,0,0
2014,41550,HH AND HOSPICE SRVC OF SALINE,1 MEDICAL PARK DRIVE,BENTON,AR,72015,AR - Little Rock,327,17708,3282150,3582150.98,4130782.16,90,907,0.64,0.23,0.05,27,108,73,33,0.56,0.61,0.08,81,147,180,318,,,0,,30,89,76,90,20,62,49,30,122,,58,0,141,0,
2014,41522,LIFE TOUCH HOSPICE,2301 CHAMPAGNOLLE,EL DORADO,AR,71730,AR - Little Rock,410,22929,3260555.81,3770577.17,3777773.23,96,430,0.46,0.15,0.02,16,144,100,40,0.32,0.42,0.03,82,155,255,322,84,,,,41,151,129,58,48,59,52,64,141,,132,0,,130,0
2014,41538,HOSPICE OF NORTH ARKANSAS,"3277 WEST SUNSET AVENUE, SUITE D",SPRINGDALE,AR,72762,AR - Springdale,85,6366,916661.34,979222.28,1516935.25,100,0,0.14,0.21,0,,23,31,13,0.12,0.54,0,81,37,48,83,0,0,,,24,35,18,17,,15,,14,45,,31,,0,0,0
2014,41552,HOSPICE OF NORTH ARKANSAS,"330 HIGHWAY 5 NORTH, SUITE 20",MOUNTAIN HOME,AR,72653,MO - Springfield,249,23180,3079129.55,3568489.33,4500611.89,99,0,0.1,0.18,0.01,17,56,100,53,0.12,0.44,0.02,80,108,141,246,0,0,,,44,78,71,46,12,46,34,40,151,,84,,,0,0
2014,41554,BAPTIST HEALTH HOSPICE ARKADEL,3050 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923,AR - Little Rock,30,420,70250.45,81181.83,105095.85,92,0,0.2,0.49,0.07,,14,,,0.23,0.78,0.1,82,15,15,26,,0,0,,,,11,,,,,,23,0,0,0,,0,
2014,41532,ARKANSAS DEPARTMENT OF HEALTH HOSPICE 5,503 WALNUT,TEXARKANA,AR,71854,AR - Texarkana,55,4292,567446,657346.73,1045014.54,100,0,0.41,0.12,0.02,18,,19,,0.17,0.28,0.02,79,22,33,50,,0,0,,,14,23,15,0,,,,55,0,0,0,0,0,0
2014,41535,HOSPICE OF HOPE,501 E 6TH STREET,TEXARKANA,AR,71854,AR - Texarkana,105,8659,1181974.27,1362844.27,2562506.62,99,23,0.31,0.33,0.03,,17,43,18,0.32,0.94,0.05,78,50,55,92,12,0,,,17,11,49,,,22,,,86,,,0,13,0,0
2014,41568,"LEGACY HOSPICE, INC",925 WEST KEISER,OSCEOLA,AR,72370,TN - Memphis,173,12817,1723370.67,1977470.37,2511946.74,100,0,0.19,0.24,0.02,37,31,64,21,0.19,0.69,0.03,77,81,92,112,58,0,,,36,68,66,25,13,27,20,22,120,0,53,0,0,0,0
2014,41559,OUACHITA REGIONAL HOSPICE,1106 SOUTH MENA STREET,MENA,AR,71953,AR - Fort Smith,186,22067,2941262.41,3408954.39,4496729.8,99,11,0.25,0.18,0.01,30,29,94,54,0.28,0.58,0.02,81,72,114,175,,,,,18,53,41,31,,54,32,,149,15,14,,,0,0
2014,41572,DIERKSEN MEMORIAL HOSPICE,"4425 JEFFERSON BOULEVARD,  SUITE 104",TEXARKANA,AR,71854,AR - Texarkana,242,24344,3268269.89,3779441.66,5099185.66,99,0,0.03,0.19,0.31,30,58,99,53,0.11,0.78,0.28,79,102,140,205,30,0,,,29,93,63,58,25,43,29,24,150,,67,0,19,0,
2014,41570,SOUTHEAST ARKANSAS HOSPICE-PHILLIPS COUNTY,629 OAKLAND AVENUE,HELENA,AR,72342,TN - Memphis,18,2534,327714.01,387546.79,533054,100,0,0.15,0.03,0.02,,,16,0,0.18,0.04,0.04,79,,,,15,0,0,,,,,,,,0,,18,0,0,0,0,0,0
2014,41519,HOSPICE HOME CARE OF PINE BLUFF PLLC,3135 WEST 28TH STREET,PINE BLUFF,AR,71603,AR - Little Rock,319,18709,2895149.26,3328437.55,5101065.63,95,281,0.56,0.15,0.02,28,126,74,38,0.3,0.58,0.03,81,127,192,235,82,0,,,47,123,104,80,25,41,24,45,116,0,79,,122,,0
2014,41510,ARKANSAS DEPARTMENT OF HEALTH HOSPICE 9E,1501 DAWSON ROAD,FORREST CITY,AR,72335,TN - Memphis,44,1804,238387.49,276087.21,440164.27,100,0,0.53,0.15,0.02,,11,11,0,0.41,0.33,0.03,80,16,28,32,12,0,0,0,,12,27,,,,0,,43,0,0,,0,0,
2014,41511,HOSPICE OF CENTRAL ARKANSAS,1403 CENTRAL AVENUE,HOT SPRINGS,AR,71901,AR - Little Rock,177,16563,2328937.7,2551656.84,3861239.38,99,29,0.29,0.2,0.02,33,16,88,26,0.28,0.64,0.03,82,60,117,162,14,,0,,25,32,42,47,,39,25,,147,11,17,0,,0,
2014,41574,CARING HANDS HOSPICE,2000 HARRISON STREET - SUITE E,BATESVILLE,AR,72501,AR - Little Rock,143,7140,991195.01,1148052.63,1596474.06,98,25,0.19,0.23,0.05,22,39,38,11,0.21,0.49,0.05,80,79,64,139,,0,,,17,52,43,37,,24,,16,127,0,0,0,16,0,0
2014,41547,"HOSPICE PEACHTREE, LLC","4300 ROGERS AVENUE, SUITE 33",FORT SMITH,AR,72903,AR - Fort Smith,951,44841,7060757.39,8163912.97,11066462.45,95,548,0.71,0.36,0.03,36,379,197,80,1.48,1.59,0.07,80,413,538,875,24,,,39,237,315,252,204,58,129,131,177,306,18,259,0,11,357,0
2014,41537,ARKANSAS DEPARTMENT OF HEALTH HOSPICE 4,"1425 MALVERN AVENUE,",HOT SPRINGS,AR,71901,AR - Little Rock,25,3489,467022.76,537267.75,885433.26,100,0,0.28,0.1,0.02,,,14,,0.83,0.46,0.1,76,11,14,23,,0,0,,,,,,,,,,25,0,0,0,0,0,0
2014,41564,ARKANSAS HOSPICE INC,14 PARKSTONE CIRCLE,NORTH LITTLE ROCK,AR,72116,AR - Little Rock,2525,148483,24151221.53,26715519.65,53838121.77,95,6143,0.47,0.37,0.05,170,853,644,289,0.62,1.48,0.09,80,1055,1470,2216,272,,,16,332,725,752,460,232,390,360,331,969,45,665,,176,663,
2014,41501,HOSPICE OF THE OZARKS,701 BURNETT DRIVE,MOUNTAIN HOME,AR,72653,MO - Springfield,366,15754,2322525.47,2684704.44,4899793.76,95,522,0.28,0.63,0.03,19,137,75,22,0.37,1.41,0.04,80,186,180,363,0,0,,,93,60,136,40,24,66,60,40,173,0,45,0,0,148,0
